coub,sex,edu_lfs,occ_1d,occ_other,skill_occ,overqualified,oecd,regionb,oecdb,fborn,number
BHS,1,1,0,,99,99,1,SCAC,0,1,10
BHS,1,1,1,,3,99,1,SCAC,0,1,11
BHS,1,1,4,,2,99,1,SCAC,0,1,2
BHS,1,1,5,,2,99,1,SCAC,0,1,4
BHS,1,1,6,,2,99,1,SCAC,0,1,78
BHS,1,1,7,,2,99,1,SCAC,0,1,21
BHS,1,1,8,,2,99,1,SCAC,0,1,10
BHS,1,1,,USA_35,2,99,1,SCAC,0,1,228
BHS,1,1,,USA_37,2,99,1,SCAC,0,1,27
BHS,1,1,,USA_47,2,99,1,SCAC,0,1,137
BHS,1,1,,USA_49,2,99,1,SCAC,0,1,124
BHS,1,1,,USA_53,2,99,1,SCAC,0,1,89
BHS,1,2,0,,99,99,1,SCAC,0,1,4
BHS,1,2,1,,3,99,1,SCAC,0,1,15
BHS,1,2,2,,3,99,1,SCAC,0,1,24
BHS,1,2,3,,3,99,1,SCAC,0,1,40
BHS,1,2,4,,2,99,1,SCAC,0,1,13
BHS,1,2,5,,2,99,1,SCAC,0,1,63
BHS,1,2,6,,2,99,1,SCAC,0,1,7
BHS,1,2,7,,2,99,1,SCAC,0,1,47
BHS,1,2,8,,2,99,1,SCAC,0,1,43
BHS,1,2,9,,1,99,1,SCAC,0,1,10
BHS,1,2,,USA_11,3,99,1,SCAC,0,1,94
BHS,1,2,,USA_21,3,99,1,SCAC,0,1,55
BHS,1,2,,USA_23,3,99,1,SCAC,0,1,215
BHS,1,2,,USA_27,3,99,1,SCAC,0,1,61
BHS,1,2,,USA_31,2,99,1,SCAC,0,1,298
BHS,1,2,,USA_33,2,99,1,SCAC,0,1,31
BHS,1,2,,USA_35,2,99,1,SCAC,0,1,421
BHS,1,2,,USA_37,2,99,1,SCAC,0,1,108
BHS,1,2,,USA_39,2,99,1,SCAC,0,1,41
BHS,1,2,,USA_41,2,99,1,SCAC,0,1,884
BHS,1,2,,USA_43,2,99,1,SCAC,0,1,665
BHS,1,2,,USA_47,2,99,1,SCAC,0,1,122
BHS,1,2,,USA_51,2,99,1,SCAC,0,1,953
BHS,1,2,,USA_53,2,99,1,SCAC,0,1,523
BHS,1,3,1,,3,0,1,SCAC,0,1,165
BHS,1,3,2,,3,0,1,SCAC,0,1,555
BHS,1,3,3,,3,0,1,SCAC,0,1,132
BHS,1,3,4,,2,1,1,SCAC,0,1,40
BHS,1,3,5,,2,1,1,SCAC,0,1,35
BHS,1,3,6,,2,1,1,SCAC,0,1,8
BHS,1,3,7,,2,1,1,SCAC,0,1,88
BHS,1,3,8,,2,1,1,SCAC,0,1,20
BHS,1,3,9,,1,1,1,SCAC,0,1,10
BHS,1,3,,USA_11,3,0,1,SCAC,0,1,672
BHS,1,3,,USA_13,3,0,1,SCAC,0,1,324
BHS,1,3,,USA_15,3,0,1,SCAC,0,1,406
BHS,1,3,,USA_17,3,0,1,SCAC,0,1,177
BHS,1,3,,USA_21,3,0,1,SCAC,0,1,101
BHS,1,3,,USA_23,3,0,1,SCAC,0,1,98
BHS,1,3,,USA_27,3,0,1,SCAC,0,1,358
BHS,1,3,,USA_33,2,1,1,SCAC,0,1,111
BHS,1,3,,USA_37,2,1,1,SCAC,0,1,59
BHS,1,3,,USA_41,2,1,1,SCAC,0,1,192
BHS,1,3,,USA_43,2,1,1,SCAC,0,1,373
BHS,1,3,,USA_53,2,1,1,SCAC,0,1,230
BHS,1,99,7,,2,99,1,SCAC,0,1,3
BHS,1,99,,JPN_D,2,99,1,SCAC,0,1,3
BHS,2,1,5,,2,99,1,SCAC,0,1,1
BHS,2,1,,USA_35,2,99,1,SCAC,0,1,41
BHS,2,2,1,,3,99,1,SCAC,0,1,32
BHS,2,2,2,,3,99,1,SCAC,0,1,21
BHS,2,2,3,,3,99,1,SCAC,0,1,32
BHS,2,2,4,,2,99,1,SCAC,0,1,26
BHS,2,2,5,,2,99,1,SCAC,0,1,74
BHS,2,2,7,,2,99,1,SCAC,0,1,2
BHS,2,2,8,,2,99,1,SCAC,0,1,1
BHS,2,2,9,,1,99,1,SCAC,0,1,13
BHS,2,2,,USA_11,3,99,1,SCAC,0,1,458
BHS,2,2,,USA_21,3,99,1,SCAC,0,1,452
BHS,2,2,,USA_25,3,99,1,SCAC,0,1,239
BHS,2,2,,USA_29,3,99,1,SCAC,0,1,679
BHS,2,2,,USA_31,2,99,1,SCAC,0,1,320
BHS,2,2,,USA_35,2,99,1,SCAC,0,1,535
BHS,2,2,,USA_37,2,99,1,SCAC,0,1,517
BHS,2,2,,USA_39,2,99,1,SCAC,0,1,647
BHS,2,2,,USA_41,2,99,1,SCAC,0,1,294
BHS,2,2,,USA_43,2,99,1,SCAC,0,1,863
BHS,2,2,,USA_53,2,99,1,SCAC,0,1,350
BHS,2,3,1,,3,0,1,SCAC,0,1,98
BHS,2,3,2,,3,0,1,SCAC,0,1,595
BHS,2,3,3,,3,0,1,SCAC,0,1,301
BHS,2,3,4,,2,1,1,SCAC,0,1,537
BHS,2,3,5,,2,1,1,SCAC,0,1,61
BHS,2,3,8,,2,1,1,SCAC,0,1,10
BHS,2,3,,USA_11,3,0,1,SCAC,0,1,803
BHS,2,3,,USA_13,3,0,1,SCAC,0,1,418
BHS,2,3,,USA_15,3,0,1,SCAC,0,1,200
BHS,2,3,,USA_17,3,0,1,SCAC,0,1,81
BHS,2,3,,USA_21,3,0,1,SCAC,0,1,304
BHS,2,3,,USA_25,3,0,1,SCAC,0,1,446
BHS,2,3,,USA_27,3,0,1,SCAC,0,1,46
BHS,2,3,,USA_29,3,0,1,SCAC,0,1,1161
BHS,2,3,,USA_31,2,1,1,SCAC,0,1,400
BHS,2,3,,USA_33,2,1,1,SCAC,0,1,150
BHS,2,3,,USA_35,2,1,1,SCAC,0,1,220
BHS,2,3,,USA_39,2,1,1,SCAC,0,1,500
BHS,2,3,,USA_41,2,1,1,SCAC,0,1,258
BHS,2,3,,USA_43,2,1,1,SCAC,0,1,1071
BHS,2,3,,USA_51,2,1,1,SCAC,0,1,53
BLZ,1,1,1,,3,99,1,SCAC,0,1,65
BLZ,1,1,2,,3,99,1,SCAC,0,1,10
BLZ,1,1,3,,3,99,1,SCAC,0,1,30
BLZ,1,1,5,,2,99,1,SCAC,0,1,74
BLZ,1,1,6,,2,99,1,SCAC,0,1,52
BLZ,1,1,7,,2,99,1,SCAC,0,1,367
BLZ,1,1,8,,2,99,1,SCAC,0,1,188
BLZ,1,1,9,,1,99,1,SCAC,0,1,32
BLZ,1,1,,USA_35,2,99,1,SCAC,0,1,136
BLZ,1,1,,USA_37,2,99,1,SCAC,0,1,197
BLZ,1,1,,USA_47,2,99,1,SCAC,0,1,111
BLZ,1,1,,USA_51,2,99,1,SCAC,0,1,76
BLZ,1,1,,USA_53,2,99,1,SCAC,0,1,352
BLZ,1,2,1,,3,99,1,SCAC,0,1,35
BLZ,1,2,2,,3,99,1,SCAC,0,1,20
BLZ,1,2,3,,3,99,1,SCAC,0,1,133
BLZ,1,2,5,,2,99,1,SCAC,0,1,56
BLZ,1,2,6,,2,99,1,SCAC,0,1,4
BLZ,1,2,7,,2,99,1,SCAC,0,1,45
BLZ,1,2,8,,2,99,1,SCAC,0,1,27
BLZ,1,2,9,,1,99,1,SCAC,0,1,23
BLZ,1,2,,USA_11,3,99,1,SCAC,0,1,42
BLZ,1,2,,USA_13,3,99,1,SCAC,0,1,121
BLZ,1,2,,USA_17,3,99,1,SCAC,0,1,129
BLZ,1,2,,USA_29,3,99,1,SCAC,0,1,276
BLZ,1,2,,USA_33,2,99,1,SCAC,0,1,553
BLZ,1,2,,USA_35,2,99,1,SCAC,0,1,177
BLZ,1,2,,USA_37,2,99,1,SCAC,0,1,526
BLZ,1,2,,USA_39,2,99,1,SCAC,0,1,215
BLZ,1,2,,USA_41,2,99,1,SCAC,0,1,938
BLZ,1,2,,USA_43,2,99,1,SCAC,0,1,1222
BLZ,1,2,,USA_47,2,99,1,SCAC,0,1,719
BLZ,1,2,,USA_49,2,99,1,SCAC,0,1,42
BLZ,1,2,,USA_51,2,99,1,SCAC,0,1,571
BLZ,1,2,,USA_53,2,99,1,SCAC,0,1,906
BLZ,1,3,1,,3,0,1,SCAC,0,1,68
BLZ,1,3,2,,3,0,1,SCAC,0,1,64
BLZ,1,3,3,,3,0,1,SCAC,0,1,145
BLZ,1,3,4,,2,1,1,SCAC,0,1,20
BLZ,1,3,7,,2,1,1,SCAC,0,1,164
BLZ,1,3,8,,2,1,1,SCAC,0,1,15
BLZ,1,3,9,,1,1,1,SCAC,0,1,2
BLZ,1,3,,USA_11,3,0,1,SCAC,0,1,350
BLZ,1,3,,USA_13,3,0,1,SCAC,0,1,259
BLZ,1,3,,USA_15,3,0,1,SCAC,0,1,150
BLZ,1,3,,USA_17,3,0,1,SCAC,0,1,73
BLZ,1,3,,USA_21,3,0,1,SCAC,0,1,129
BLZ,1,3,,USA_25,3,0,1,SCAC,0,1,53
BLZ,1,3,,USA_29,3,0,1,SCAC,0,1,409
BLZ,1,3,,USA_33,2,1,1,SCAC,0,1,78
BLZ,1,3,,USA_41,2,1,1,SCAC,0,1,120
BLZ,1,3,,USA_43,2,1,1,SCAC,0,1,143
BLZ,1,3,,USA_47,2,1,1,SCAC,0,1,278
BLZ,1,3,,USA_49,2,1,1,SCAC,0,1,188
BLZ,1,3,,USA_53,2,1,1,SCAC,0,1,49
BLZ,2,1,1,,3,99,1,SCAC,0,1,25
BLZ,2,1,3,,3,99,1,SCAC,0,1,20
BLZ,2,1,4,,2,99,1,SCAC,0,1,218
BLZ,2,1,5,,2,99,1,SCAC,0,1,162
BLZ,2,1,6,,2,99,1,SCAC,0,1,45
BLZ,2,1,7,,2,99,1,SCAC,0,1,12
BLZ,2,1,8,,2,99,1,SCAC,0,1,10
BLZ,2,1,9,,1,99,1,SCAC,0,1,76
BLZ,2,1,,USA_25,3,99,1,SCAC,0,1,44
BLZ,2,1,,USA_31,2,99,1,SCAC,0,1,478
BLZ,2,1,,USA_35,2,99,1,SCAC,0,1,32
BLZ,2,1,,USA_37,2,99,1,SCAC,0,1,580
BLZ,2,1,,USA_39,2,99,1,SCAC,0,1,317
BLZ,2,1,,USA_41,2,99,1,SCAC,0,1,274
BLZ,2,1,,USA_43,2,99,1,SCAC,0,1,164
BLZ,2,2,1,,3,99,1,SCAC,0,1,30
BLZ,2,2,2,,3,99,1,SCAC,0,1,28
BLZ,2,2,3,,3,99,1,SCAC,0,1,30
BLZ,2,2,4,,2,99,1,SCAC,0,1,88
BLZ,2,2,5,,2,99,1,SCAC,0,1,80
BLZ,2,2,7,,2,99,1,SCAC,0,1,10
BLZ,2,2,9,,1,99,1,SCAC,0,1,10
BLZ,2,2,,USA_11,3,99,1,SCAC,0,1,350
BLZ,2,2,,USA_25,3,99,1,SCAC,0,1,110
BLZ,2,2,,USA_27,3,99,1,SCAC,0,1,218
BLZ,2,2,,USA_29,3,99,1,SCAC,0,1,187
BLZ,2,2,,USA_31,2,99,1,SCAC,0,1,810
BLZ,2,2,,USA_33,2,99,1,SCAC,0,1,470
BLZ,2,2,,USA_35,2,99,1,SCAC,0,1,177
BLZ,2,2,,USA_37,2,99,1,SCAC,0,1,405
BLZ,2,2,,USA_39,2,99,1,SCAC,0,1,1085
BLZ,2,2,,USA_41,2,99,1,SCAC,0,1,565
BLZ,2,2,,USA_43,2,99,1,SCAC,0,1,1921
BLZ,2,2,,USA_49,2,99,1,SCAC,0,1,38
BLZ,2,2,,USA_53,2,99,1,SCAC,0,1,502
BLZ,2,3,1,,3,0,1,SCAC,0,1,40
BLZ,2,3,2,,3,0,1,SCAC,0,1,90
BLZ,2,3,3,,3,0,1,SCAC,0,1,75
BLZ,2,3,4,,2,1,1,SCAC,0,1,26
BLZ,2,3,5,,2,1,1,SCAC,0,1,27
BLZ,2,3,6,,2,1,1,SCAC,0,1,270
BLZ,2,3,7,,2,1,1,SCAC,0,1,30
BLZ,2,3,,USA_11,3,0,1,SCAC,0,1,317
BLZ,2,3,,USA_13,3,0,1,SCAC,0,1,1259
BLZ,2,3,,USA_15,3,0,1,SCAC,0,1,64
BLZ,2,3,,USA_21,3,0,1,SCAC,0,1,150
BLZ,2,3,,USA_23,3,0,1,SCAC,0,1,90
BLZ,2,3,,USA_25,3,0,1,SCAC,0,1,834
BLZ,2,3,,USA_29,3,0,1,SCAC,0,1,314
BLZ,2,3,,USA_31,2,1,1,SCAC,0,1,366
BLZ,2,3,,USA_39,2,1,1,SCAC,0,1,452
BLZ,2,3,,USA_41,2,1,1,SCAC,0,1,40
BLZ,2,3,,USA_43,2,1,1,SCAC,0,1,1232
BLZ,2,3,,USA_53,2,1,1,SCAC,0,1,102
BMU,1,1,3,,3,99,1,EURO,0,1,1
BMU,1,1,5,,2,99,1,EURO,0,1,10
BMU,1,1,6,,2,99,1,EURO,0,1,19
BMU,1,1,7,,2,99,1,EURO,0,1,160
BMU,1,1,8,,2,99,1,EURO,0,1,24
BMU,1,1,9,,1,99,1,EURO,0,1,10
BMU,1,1,,USA_53,2,99,1,EURO,0,1,55
BMU,1,2,0,,99,99,1,EURO,0,1,10
BMU,1,2,1,,3,99,1,EURO,0,1,19
BMU,1,2,2,,3,99,1,EURO,0,1,839
BMU,1,2,3,,3,99,1,EURO,0,1,294
BMU,1,2,4,,2,99,1,EURO,0,1,15
BMU,1,2,5,,2,99,1,EURO,0,1,43
BMU,1,2,7,,2,99,1,EURO,0,1,41
BMU,1,2,8,,2,99,1,EURO,0,1,44
BMU,1,2,9,,1,99,1,EURO,0,1,4
BMU,1,2,,USA_11,3,99,1,EURO,0,1,361
BMU,1,2,,USA_17,3,99,1,EURO,0,1,54
BMU,1,2,,USA_37,2,99,1,EURO,0,1,116
BMU,1,2,,USA_41,2,99,1,EURO,0,1,303
BMU,1,2,,USA_43,2,99,1,EURO,0,1,112
BMU,1,2,,USA_47,2,99,1,EURO,0,1,69
BMU,1,2,,USA_49,2,99,1,EURO,0,1,275
BMU,1,2,,USA_51,2,99,1,EURO,0,1,602
BMU,1,2,,USA_53,2,99,1,EURO,0,1,614
BMU,1,3,0,,99,99,1,EURO,0,1,10
BMU,1,3,1,,3,0,1,EURO,0,1,109
BMU,1,3,2,,3,0,1,EURO,0,1,357
BMU,1,3,3,,3,0,1,EURO,0,1,217
BMU,1,3,4,,2,1,1,EURO,0,1,34
BMU,1,3,5,,2,1,1,EURO,0,1,45
BMU,1,3,6,,2,1,1,EURO,0,1,1
BMU,1,3,7,,2,1,1,EURO,0,1,71
BMU,1,3,8,,2,1,1,EURO,0,1,15
BMU,1,3,,USA_11,3,0,1,EURO,0,1,712
BMU,1,3,,USA_13,3,0,1,EURO,0,1,257
BMU,1,3,,USA_15,3,0,1,EURO,0,1,266
BMU,1,3,,USA_21,3,0,1,EURO,0,1,65
BMU,1,3,,USA_25,3,0,1,EURO,0,1,106
BMU,1,3,,USA_27,3,0,1,EURO,0,1,304
BMU,1,3,,USA_29,3,0,1,EURO,0,1,98
BMU,1,3,,USA_39,2,1,1,EURO,0,1,129
BMU,1,3,,USA_41,2,1,1,EURO,0,1,131
BMU,1,3,,USA_43,2,1,1,EURO,0,1,101
BMU,1,3,,USA_47,2,1,1,EURO,0,1,275
BMU,1,3,,USA_51,2,1,1,EURO,0,1,150
BMU,1,3,,USA_53,2,1,1,EURO,0,1,135
BMU,2,1,1,,3,99,1,EURO,0,1,10
BMU,2,1,4,,2,99,1,EURO,0,1,74
BMU,2,1,5,,2,99,1,EURO,0,1,28
BMU,2,1,9,,1,99,1,EURO,0,1,3
BMU,2,1,,USA_37,2,99,1,EURO,0,1,35
BMU,2,1,,USA_41,2,99,1,EURO,0,1,64
BMU,2,1,,USA_51,2,99,1,EURO,0,1,89
BMU,2,2,1,,3,99,1,EURO,0,1,18
BMU,2,2,2,,3,99,1,EURO,0,1,10
BMU,2,2,3,,3,99,1,EURO,0,1,85
BMU,2,2,4,,2,99,1,EURO,0,1,226
BMU,2,2,5,,2,99,1,EURO,0,1,53
BMU,2,2,6,,2,99,1,EURO,0,1,8
BMU,2,2,8,,2,99,1,EURO,0,1,4
BMU,2,2,,USA_13,3,99,1,EURO,0,1,270
BMU,2,2,,USA_25,3,99,1,EURO,0,1,164
BMU,2,2,,USA_35,2,99,1,EURO,0,1,53
BMU,2,2,,USA_37,2,99,1,EURO,0,1,74
BMU,2,2,,USA_39,2,99,1,EURO,0,1,139
BMU,2,2,,USA_41,2,99,1,EURO,0,1,47
BMU,2,2,,USA_43,2,99,1,EURO,0,1,866
BMU,2,2,,USA_51,2,99,1,EURO,0,1,57
BMU,2,2,,USA_53,2,99,1,EURO,0,1,279
BMU,2,3,1,,3,0,1,EURO,0,1,223
BMU,2,3,2,,3,0,1,EURO,0,1,197
BMU,2,3,3,,3,0,1,EURO,0,1,324
BMU,2,3,4,,2,1,1,EURO,0,1,39
BMU,2,3,5,,2,1,1,EURO,0,1,89
BMU,2,3,6,,2,1,1,EURO,0,1,9
BMU,2,3,7,,2,1,1,EURO,0,1,10
BMU,2,3,8,,2,1,1,EURO,0,1,10
BMU,2,3,9,,1,1,1,EURO,0,1,10
BMU,2,3,,USA_11,3,0,1,EURO,0,1,255
BMU,2,3,,USA_13,3,0,1,EURO,0,1,512
BMU,2,3,,USA_15,3,0,1,EURO,0,1,37
BMU,2,3,,USA_21,3,0,1,EURO,0,1,61
BMU,2,3,,USA_25,3,0,1,EURO,0,1,461
BMU,2,3,,USA_27,3,0,1,EURO,0,1,303
BMU,2,3,,USA_29,3,0,1,EURO,0,1,350
BMU,2,3,,USA_39,2,1,1,EURO,0,1,117
BMU,2,3,,USA_43,2,1,1,EURO,0,1,129
BMU,2,99,5,,2,99,1,EURO,0,1,3
BMU,2,99,9,,1,99,1,EURO,0,1,1
BOL,1,1,0,,99,99,1,SCAC,0,1,8
BOL,1,1,1,,3,99,1,SCAC,0,1,170
BOL,1,1,2,,3,99,1,SCAC,0,1,16
BOL,1,1,3,,3,99,1,SCAC,0,1,326
BOL,1,1,4,,2,99,1,SCAC,0,1,762
BOL,1,1,5,,2,99,1,SCAC,0,1,3208
BOL,1,1,6,,2,99,1,SCAC,0,1,2297
BOL,1,1,7,,2,99,1,SCAC,0,1,9349
BOL,1,1,8,,2,99,1,SCAC,0,1,3120
BOL,1,1,9,,1,99,1,SCAC,0,1,6109
BOL,1,1,,USA_11,3,99,1,SCAC,0,1,98
BOL,1,1,,USA_31,2,99,1,SCAC,0,1,36
BOL,1,1,,USA_35,2,99,1,SCAC,0,1,200
BOL,1,1,,USA_37,2,99,1,SCAC,0,1,371
BOL,1,1,,USA_45,2,99,1,SCAC,0,1,318
BOL,1,1,,USA_47,2,99,1,SCAC,0,1,860
BOL,1,1,,USA_51,2,99,1,SCAC,0,1,444
BOL,1,1,,USA_53,2,99,1,SCAC,0,1,155
BOL,1,2,0,,99,99,1,SCAC,0,1,21
BOL,1,2,1,,3,99,1,SCAC,0,1,37
BOL,1,2,2,,3,99,1,SCAC,0,1,412
BOL,1,2,3,,3,99,1,SCAC,0,1,393
BOL,1,2,4,,2,99,1,SCAC,0,1,184
BOL,1,2,5,,2,99,1,SCAC,0,1,2643
BOL,1,2,6,,2,99,1,SCAC,0,1,359
BOL,1,2,7,,2,99,1,SCAC,0,1,7597
BOL,1,2,8,,2,99,1,SCAC,0,1,752
BOL,1,2,9,,1,99,1,SCAC,0,1,8364
BOL,1,2,,USA_11,3,99,1,SCAC,0,1,1535
BOL,1,2,,USA_13,3,99,1,SCAC,0,1,351
BOL,1,2,,USA_15,3,99,1,SCAC,0,1,102
BOL,1,2,,USA_17,3,99,1,SCAC,0,1,245
BOL,1,2,,USA_25,3,99,1,SCAC,0,1,127
BOL,1,2,,USA_27,3,99,1,SCAC,0,1,498
BOL,1,2,,USA_35,2,99,1,SCAC,0,1,871
BOL,1,2,,USA_37,2,99,1,SCAC,0,1,340
BOL,1,2,,USA_39,2,99,1,SCAC,0,1,70
BOL,1,2,,USA_41,2,99,1,SCAC,0,1,2068
BOL,1,2,,USA_43,2,99,1,SCAC,0,1,921
BOL,1,2,,USA_45,2,99,1,SCAC,0,1,173
BOL,1,2,,USA_47,2,99,1,SCAC,0,1,5856
BOL,1,2,,USA_49,2,99,1,SCAC,0,1,1918
BOL,1,2,,USA_51,2,99,1,SCAC,0,1,1068
BOL,1,2,,USA_53,2,99,1,SCAC,0,1,1718
BOL,1,3,0,,99,99,1,SCAC,0,1,13
BOL,1,3,1,,3,0,1,SCAC,0,1,426
BOL,1,3,2,,3,0,1,SCAC,0,1,2709
BOL,1,3,3,,3,0,1,SCAC,0,1,846
BOL,1,3,4,,2,1,1,SCAC,0,1,484
BOL,1,3,5,,2,1,1,SCAC,0,1,1718
BOL,1,3,6,,2,1,1,SCAC,0,1,37
BOL,1,3,7,,2,1,1,SCAC,0,1,1354
BOL,1,3,8,,2,1,1,SCAC,0,1,48
BOL,1,3,9,,1,1,1,SCAC,0,1,1149
BOL,1,3,,USA_11,3,0,1,SCAC,0,1,1970
BOL,1,3,,USA_13,3,0,1,SCAC,0,1,1101
BOL,1,3,,USA_15,3,0,1,SCAC,0,1,1366
BOL,1,3,,USA_17,3,0,1,SCAC,0,1,1119
BOL,1,3,,USA_19,3,0,1,SCAC,0,1,134
BOL,1,3,,USA_21,3,0,1,SCAC,0,1,497
BOL,1,3,,USA_23,3,0,1,SCAC,0,1,262
BOL,1,3,,USA_25,3,0,1,SCAC,0,1,596
BOL,1,3,,USA_27,3,0,1,SCAC,0,1,273
BOL,1,3,,USA_29,3,0,1,SCAC,0,1,697
BOL,1,3,,USA_33,2,1,1,SCAC,0,1,87
BOL,1,3,,USA_35,2,1,1,SCAC,0,1,473
BOL,1,3,,USA_37,2,1,1,SCAC,0,1,64
BOL,1,3,,USA_39,2,1,1,SCAC,0,1,93
BOL,1,3,,USA_41,2,1,1,SCAC,0,1,382
BOL,1,3,,USA_43,2,1,1,SCAC,0,1,176
BOL,1,3,,USA_47,2,1,1,SCAC,0,1,892
BOL,1,3,,USA_49,2,1,1,SCAC,0,1,706
BOL,1,3,,USA_51,2,1,1,SCAC,0,1,226
BOL,1,3,,USA_53,2,1,1,SCAC,0,1,50
BOL,1,99,1,,3,99,1,SCAC,0,1,3
BOL,1,99,2,,3,99,1,SCAC,0,1,4
BOL,1,99,3,,3,99,1,SCAC,0,1,13
BOL,1,99,4,,2,99,1,SCAC,0,1,1
BOL,1,99,5,,2,99,1,SCAC,0,1,8
BOL,1,99,6,,2,99,1,SCAC,0,1,3
BOL,1,99,7,,2,99,1,SCAC,0,1,18
BOL,1,99,8,,2,99,1,SCAC,0,1,3
BOL,1,99,9,,1,99,1,SCAC,0,1,48
BOL,1,99,,JPN_B,3,99,1,SCAC,0,1,1
BOL,1,99,,JPN_C,3,99,1,SCAC,0,1,29
BOL,1,99,,JPN_D,2,99,1,SCAC,0,1,11
BOL,1,99,,JPN_E,2,99,1,SCAC,0,1,6
BOL,1,99,,JPN_H,2,99,1,SCAC,0,1,45
BOL,1,99,,JPN_I,2,99,1,SCAC,0,1,612
BOL,1,99,,JPN_J,2,99,1,SCAC,0,1,24
BOL,1,99,,JPN_K,2,99,1,SCAC,0,1,7
BOL,1,99,,JPN_L,99,99,1,SCAC,0,1,41
BOL,2,1,1,,3,99,1,SCAC,0,1,303
BOL,2,1,2,,3,99,1,SCAC,0,1,21
BOL,2,1,3,,3,99,1,SCAC,0,1,73
BOL,2,1,4,,2,99,1,SCAC,0,1,964
BOL,2,1,5,,2,99,1,SCAC,0,1,12020
BOL,2,1,6,,2,99,1,SCAC,0,1,1603
BOL,2,1,7,,2,99,1,SCAC,0,1,844
BOL,2,1,8,,2,99,1,SCAC,0,1,464
BOL,2,1,9,,1,99,1,SCAC,0,1,25374
BOL,2,1,,USA_35,2,99,1,SCAC,0,1,296
BOL,2,1,,USA_37,2,99,1,SCAC,0,1,398
BOL,2,1,,USA_41,2,99,1,SCAC,0,1,102
BOL,2,1,,USA_43,2,99,1,SCAC,0,1,46
BOL,2,1,,USA_51,2,99,1,SCAC,0,1,58
BOL,2,1,,USA_53,2,99,1,SCAC,0,1,86
BOL,2,1,,USA_55,2,99,1,SCAC,0,1,47
BOL,2,2,0,,99,99,1,SCAC,0,1,11
BOL,2,2,1,,3,99,1,SCAC,0,1,98
BOL,2,2,2,,3,99,1,SCAC,0,1,124
BOL,2,2,3,,3,99,1,SCAC,0,1,503
BOL,2,2,4,,2,99,1,SCAC,0,1,415
BOL,2,2,5,,2,99,1,SCAC,0,1,12032
BOL,2,2,6,,2,99,1,SCAC,0,1,265
BOL,2,2,7,,2,99,1,SCAC,0,1,593
BOL,2,2,8,,2,99,1,SCAC,0,1,190
BOL,2,2,9,,1,99,1,SCAC,0,1,23847
BOL,2,2,,USA_11,3,99,1,SCAC,0,1,811
BOL,2,2,,USA_13,3,99,1,SCAC,0,1,452
BOL,2,2,,USA_19,3,99,1,SCAC,0,1,48
BOL,2,2,,USA_21,3,99,1,SCAC,0,1,97
BOL,2,2,,USA_25,3,99,1,SCAC,0,1,1031
BOL,2,2,,USA_27,3,99,1,SCAC,0,1,641
BOL,2,2,,USA_29,3,99,1,SCAC,0,1,789
BOL,2,2,,USA_31,2,99,1,SCAC,0,1,568
BOL,2,2,,USA_35,2,99,1,SCAC,0,1,1979
BOL,2,2,,USA_37,2,99,1,SCAC,0,1,3936
BOL,2,2,,USA_39,2,99,1,SCAC,0,1,2145
BOL,2,2,,USA_41,2,99,1,SCAC,0,1,1136
BOL,2,2,,USA_43,2,99,1,SCAC,0,1,2008
BOL,2,2,,USA_47,2,99,1,SCAC,0,1,167
BOL,2,2,,USA_49,2,99,1,SCAC,0,1,54
BOL,2,2,,USA_51,2,99,1,SCAC,0,1,640
BOL,2,2,,USA_53,2,99,1,SCAC,0,1,258
BOL,2,3,1,,3,0,1,SCAC,0,1,165
BOL,2,3,2,,3,0,1,SCAC,0,1,1976
BOL,2,3,3,,3,0,1,SCAC,0,1,822
BOL,2,3,4,,2,1,1,SCAC,0,1,461
BOL,2,3,5,,2,1,1,SCAC,0,1,3939
BOL,2,3,6,,2,1,1,SCAC,0,1,7
BOL,2,3,7,,2,1,1,SCAC,0,1,24
BOL,2,3,8,,2,1,1,SCAC,0,1,15
BOL,2,3,9,,1,1,1,SCAC,0,1,6930
BOL,2,3,99,,99,99,1,SCAC,0,1,1
BOL,2,3,,USA_11,3,0,1,SCAC,0,1,930
BOL,2,3,,USA_13,3,0,1,SCAC,0,1,1327
BOL,2,3,,USA_15,3,0,1,SCAC,0,1,57
BOL,2,3,,USA_17,3,0,1,SCAC,0,1,228
BOL,2,3,,USA_21,3,0,1,SCAC,0,1,333
BOL,2,3,,USA_23,3,0,1,SCAC,0,1,344
BOL,2,3,,USA_25,3,0,1,SCAC,0,1,797
BOL,2,3,,USA_27,3,0,1,SCAC,0,1,528
BOL,2,3,,USA_29,3,0,1,SCAC,0,1,889
BOL,2,3,,USA_31,2,1,1,SCAC,0,1,130
BOL,2,3,,USA_35,2,1,1,SCAC,0,1,609
BOL,2,3,,USA_37,2,1,1,SCAC,0,1,1435
BOL,2,3,,USA_39,2,1,1,SCAC,0,1,539
BOL,2,3,,USA_41,2,1,1,SCAC,0,1,990
BOL,2,3,,USA_43,2,1,1,SCAC,0,1,1583
BOL,2,3,,USA_51,2,1,1,SCAC,0,1,401
BOL,2,99,2,,3,99,1,SCAC,0,1,7
BOL,2,99,4,,2,99,1,SCAC,0,1,11
BOL,2,99,5,,2,99,1,SCAC,0,1,16
BOL,2,99,6,,2,99,1,SCAC,0,1,35
BOL,2,99,8,,2,99,1,SCAC,0,1,3
BOL,2,99,9,,1,99,1,SCAC,0,1,37
